2026-04-28 10:06:33: Device: cuda
2026-04-28 10:06:33: Dataset: MODELNET40_H5
2026-04-28 10:06:33: Model: PointNet
2026-04-28 10:06:33: TEST_ONLY: False
The size of train data is 9841
Classes: {'airplane': 0, 'bathtub': 1, 'bed': 2, 'bench': 3, 'bookshelf': 4, 'bottle': 5, 'bowl': 6, 'car': 7, 'chair': 8, 'cone': 9, 'cup': 10, 'curtain': 11, 'desk': 12, 'door': 13, 'dresser': 14, 'flower_pot': 15, 'glass_box': 16, 'guitar': 17, 'keyboard': 18, 'lamp': 19, 'laptop': 20, 'mantel': 21, 'monitor': 22, 'night_stand': 23, 'person': 24, 'piano': 25, 'plant': 26, 'radio': 27, 'range_hood': 28, 'sink': 29, 'sofa': 30, 'stairs': 31, 'stool': 32, 'table': 33, 'tent': 34, 'toilet': 35, 'tv_stand': 36, 'vase': 37, 'wardrobe': 38, 'xbox': 39}
The size of test data is 2468
Classes: {'airplane': 0, 'bathtub': 1, 'bed': 2, 'bench': 3, 'bookshelf': 4, 'bottle': 5, 'bowl': 6, 'car': 7, 'chair': 8, 'cone': 9, 'cup': 10, 'curtain': 11, 'desk': 12, 'door': 13, 'dresser': 14, 'flower_pot': 15, 'glass_box': 16, 'guitar': 17, 'keyboard': 18, 'lamp': 19, 'laptop': 20, 'mantel': 21, 'monitor': 22, 'night_stand': 23, 'person': 24, 'piano': 25, 'plant': 26, 'radio': 27, 'range_hood': 28, 'sink': 29, 'sofa': 30, 'stairs': 31, 'stool': 32, 'table': 33, 'tent': 34, 'toilet': 35, 'tv_stand': 36, 'vase': 37, 'wardrobe': 38, 'xbox': 39}
2026-04-28 10:06:33: eval_it_pool: [4000]
2026-04-28 10:06:33: 
================== Exp 0 ==================

/root/workspace/varify_sampling/start_multiSADM.py:195: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at /pytorch/torch/csrc/utils/tensor_new.cpp:253.)
  label_syn = torch.tensor(
2026-04-28 10:06:49: Initialize synthetic data from random real samples
2026-04-28 10:06:49: [2026-04-28 10:06:49] training begins
[  0.00%] Iter 0000/4000 | loss = 0.0251
[  0.25%] Iter 0010/4000 | loss = 0.0307
[  0.50%] Iter 0020/4000 | loss = 0.0273
[  0.75%] Iter 0030/4000 | loss = 0.0291
[  1.00%] Iter 0040/4000 | loss = 0.0184
[  1.25%] Iter 0050/4000 | loss = 0.0269
[  1.50%] Iter 0060/4000 | loss = 0.0317
[  1.75%] Iter 0070/4000 | loss = 0.0336
[  2.00%] Iter 0080/4000 | loss = 0.0216
[  2.25%] Iter 0090/4000 | loss = 0.0273
[  2.50%] Iter 0100/4000 | loss = 0.0289
[  2.75%] Iter 0110/4000 | loss = 0.0209
[  3.00%] Iter 0120/4000 | loss = 0.0259
[  3.25%] Iter 0130/4000 | loss = 0.0182
[  3.50%] Iter 0140/4000 | loss = 0.0243
[  3.75%] Iter 0150/4000 | loss = 0.0284
[  4.00%] Iter 0160/4000 | loss = 0.0243
[  4.25%] Iter 0170/4000 | loss = 0.0241
[  4.50%] Iter 0180/4000 | loss = 0.0270
[  4.75%] Iter 0190/4000 | loss = 0.0191
[  5.00%] Iter 0200/4000 | loss = 0.0174
[  5.25%] Iter 0210/4000 | loss = 0.0329
[  5.50%] Iter 0220/4000 | loss = 0.0201
[  5.75%] Iter 0230/4000 | loss = 0.0166
[  6.00%] Iter 0240/4000 | loss = 0.0259
[  6.25%] Iter 0250/4000 | loss = 0.0241
[  6.50%] Iter 0260/4000 | loss = 0.0224
[  6.75%] Iter 0270/4000 | loss = 0.0288
[  7.00%] Iter 0280/4000 | loss = 0.0227
[  7.25%] Iter 0290/4000 | loss = 0.0230
[  7.50%] Iter 0300/4000 | loss = 0.0216
[  7.75%] Iter 0310/4000 | loss = 0.0196
[  8.00%] Iter 0320/4000 | loss = 0.0303
[  8.25%] Iter 0330/4000 | loss = 0.0138
[  8.50%] Iter 0340/4000 | loss = 0.0188
[  8.75%] Iter 0350/4000 | loss = 0.0209
[  9.00%] Iter 0360/4000 | loss = 0.0167
[  9.25%] Iter 0370/4000 | loss = 0.0206
[  9.50%] Iter 0380/4000 | loss = 0.0184
[  9.75%] Iter 0390/4000 | loss = 0.0209
[ 10.00%] Iter 0400/4000 | loss = 0.0195
[ 10.25%] Iter 0410/4000 | loss = 0.0279
[ 10.50%] Iter 0420/4000 | loss = 0.0257
[ 10.75%] Iter 0430/4000 | loss = 0.0235
[ 11.00%] Iter 0440/4000 | loss = 0.0190
[ 11.25%] Iter 0450/4000 | loss = 0.0182
[ 11.50%] Iter 0460/4000 | loss = 0.0257
[ 11.75%] Iter 0470/4000 | loss = 0.0226
[ 12.00%] Iter 0480/4000 | loss = 0.0170
[ 12.25%] Iter 0490/4000 | loss = 0.0184
[ 12.50%] Iter 0500/4000 | loss = 0.0383
[ 12.75%] Iter 0510/4000 | loss = 0.0209
[ 13.00%] Iter 0520/4000 | loss = 0.0163
[ 13.25%] Iter 0530/4000 | loss = 0.0255
[ 13.50%] Iter 0540/4000 | loss = 0.0192
[ 13.75%] Iter 0550/4000 | loss = 0.0203
[ 14.00%] Iter 0560/4000 | loss = 0.0268
[ 14.25%] Iter 0570/4000 | loss = 0.0180
[ 14.50%] Iter 0580/4000 | loss = 0.0196
[ 14.75%] Iter 0590/4000 | loss = 0.0217
[ 15.00%] Iter 0600/4000 | loss = 0.0243
[ 15.25%] Iter 0610/4000 | loss = 0.0202
[ 15.50%] Iter 0620/4000 | loss = 0.0266
[ 15.75%] Iter 0630/4000 | loss = 0.0182
[ 16.00%] Iter 0640/4000 | loss = 0.0198
[ 16.25%] Iter 0650/4000 | loss = 0.0221
[ 16.50%] Iter 0660/4000 | loss = 0.0186
[ 16.75%] Iter 0670/4000 | loss = 0.0249
[ 17.00%] Iter 0680/4000 | loss = 0.0216
[ 17.25%] Iter 0690/4000 | loss = 0.0214
[ 17.50%] Iter 0700/4000 | loss = 0.0238
[ 17.75%] Iter 0710/4000 | loss = 0.0185
[ 18.00%] Iter 0720/4000 | loss = 0.0176
[ 18.25%] Iter 0730/4000 | loss = 0.0226
[ 18.50%] Iter 0740/4000 | loss = 0.0223
[ 18.75%] Iter 0750/4000 | loss = 0.0247
[ 19.00%] Iter 0760/4000 | loss = 0.0213
[ 19.25%] Iter 0770/4000 | loss = 0.0195
[ 19.50%] Iter 0780/4000 | loss = 0.0186
[ 19.75%] Iter 0790/4000 | loss = 0.0200
[ 20.00%] Iter 0800/4000 | loss = 0.0151
[ 20.25%] Iter 0810/4000 | loss = 0.0195
[ 20.50%] Iter 0820/4000 | loss = 0.0158
[ 20.75%] Iter 0830/4000 | loss = 0.0213
[ 21.00%] Iter 0840/4000 | loss = 0.0290
[ 21.25%] Iter 0850/4000 | loss = 0.0196
[ 21.50%] Iter 0860/4000 | loss = 0.0265
[ 21.75%] Iter 0870/4000 | loss = 0.0156
[ 22.00%] Iter 0880/4000 | loss = 0.0234
[ 22.25%] Iter 0890/4000 | loss = 0.0192
[ 22.50%] Iter 0900/4000 | loss = 0.0226
[ 22.75%] Iter 0910/4000 | loss = 0.0168
[ 23.00%] Iter 0920/4000 | loss = 0.0218
[ 23.25%] Iter 0930/4000 | loss = 0.0228
[ 23.50%] Iter 0940/4000 | loss = 0.0177
[ 23.75%] Iter 0950/4000 | loss = 0.0210
[ 24.00%] Iter 0960/4000 | loss = 0.0258
[ 24.25%] Iter 0970/4000 | loss = 0.0266
[ 24.50%] Iter 0980/4000 | loss = 0.0197
[ 24.75%] Iter 0990/4000 | loss = 0.0174
[ 25.00%] Iter 1000/4000 | loss = 0.0179
[ 25.25%] Iter 1010/4000 | loss = 0.0236
[ 25.50%] Iter 1020/4000 | loss = 0.0165
[ 25.75%] Iter 1030/4000 | loss = 0.0233
[ 26.00%] Iter 1040/4000 | loss = 0.0192
[ 26.25%] Iter 1050/4000 | loss = 0.0158
[ 26.50%] Iter 1060/4000 | loss = 0.0277
[ 26.75%] Iter 1070/4000 | loss = 0.0203
[ 27.00%] Iter 1080/4000 | loss = 0.0188
[ 27.25%] Iter 1090/4000 | loss = 0.0209
[ 27.50%] Iter 1100/4000 | loss = 0.0251
[ 27.75%] Iter 1110/4000 | loss = 0.0173
[ 28.00%] Iter 1120/4000 | loss = 0.0252
[ 28.25%] Iter 1130/4000 | loss = 0.0185
[ 28.50%] Iter 1140/4000 | loss = 0.0166
[ 28.75%] Iter 1150/4000 | loss = 0.0168
[ 29.00%] Iter 1160/4000 | loss = 0.0231
[ 29.25%] Iter 1170/4000 | loss = 0.0206
[ 29.50%] Iter 1180/4000 | loss = 0.0198
[ 29.75%] Iter 1190/4000 | loss = 0.0219
[ 30.00%] Iter 1200/4000 | loss = 0.0202
[ 30.25%] Iter 1210/4000 | loss = 0.0211
[ 30.50%] Iter 1220/4000 | loss = 0.0238
[ 30.75%] Iter 1230/4000 | loss = 0.0244
[ 31.00%] Iter 1240/4000 | loss = 0.0184
[ 31.25%] Iter 1250/4000 | loss = 0.0188
[ 31.50%] Iter 1260/4000 | loss = 0.0207
[ 31.75%] Iter 1270/4000 | loss = 0.0252
[ 32.00%] Iter 1280/4000 | loss = 0.0190
[ 32.25%] Iter 1290/4000 | loss = 0.0197
[ 32.50%] Iter 1300/4000 | loss = 0.0246
[ 32.75%] Iter 1310/4000 | loss = 0.0204
[ 33.00%] Iter 1320/4000 | loss = 0.0188
[ 33.25%] Iter 1330/4000 | loss = 0.0180
[ 33.50%] Iter 1340/4000 | loss = 0.0218
[ 33.75%] Iter 1350/4000 | loss = 0.0194
[ 34.00%] Iter 1360/4000 | loss = 0.0224
[ 34.25%] Iter 1370/4000 | loss = 0.0170
[ 34.50%] Iter 1380/4000 | loss = 0.0245
[ 34.75%] Iter 1390/4000 | loss = 0.0195
[ 35.00%] Iter 1400/4000 | loss = 0.0182
[ 35.25%] Iter 1410/4000 | loss = 0.0236
[ 35.50%] Iter 1420/4000 | loss = 0.0177
[ 35.75%] Iter 1430/4000 | loss = 0.0231
[ 36.00%] Iter 1440/4000 | loss = 0.0209
[ 36.25%] Iter 1450/4000 | loss = 0.0207
[ 36.50%] Iter 1460/4000 | loss = 0.0189
[ 36.75%] Iter 1470/4000 | loss = 0.0172
[ 37.00%] Iter 1480/4000 | loss = 0.0280
[ 37.25%] Iter 1490/4000 | loss = 0.0188
[ 37.50%] Iter 1500/4000 | loss = 0.0211
[ 37.75%] Iter 1510/4000 | loss = 0.0159
[ 38.00%] Iter 1520/4000 | loss = 0.0299
[ 38.25%] Iter 1530/4000 | loss = 0.0231
[ 38.50%] Iter 1540/4000 | loss = 0.0181
[ 38.75%] Iter 1550/4000 | loss = 0.0289
[ 39.00%] Iter 1560/4000 | loss = 0.0172
[ 39.25%] Iter 1570/4000 | loss = 0.0272
[ 39.50%] Iter 1580/4000 | loss = 0.0262
[ 39.75%] Iter 1590/4000 | loss = 0.0208
[ 40.00%] Iter 1600/4000 | loss = 0.0279
[ 40.25%] Iter 1610/4000 | loss = 0.0209
[ 40.50%] Iter 1620/4000 | loss = 0.0231
[ 40.75%] Iter 1630/4000 | loss = 0.0188
[ 41.00%] Iter 1640/4000 | loss = 0.0256
[ 41.25%] Iter 1650/4000 | loss = 0.0200
[ 41.50%] Iter 1660/4000 | loss = 0.0220
[ 41.75%] Iter 1670/4000 | loss = 0.0174
[ 42.00%] Iter 1680/4000 | loss = 0.0229
[ 42.25%] Iter 1690/4000 | loss = 0.0216
[ 42.50%] Iter 1700/4000 | loss = 0.0195
[ 42.75%] Iter 1710/4000 | loss = 0.0281
[ 43.00%] Iter 1720/4000 | loss = 0.0216
[ 43.25%] Iter 1730/4000 | loss = 0.0236
[ 43.50%] Iter 1740/4000 | loss = 0.0190
[ 43.75%] Iter 1750/4000 | loss = 0.0199
[ 44.00%] Iter 1760/4000 | loss = 0.0254
[ 44.25%] Iter 1770/4000 | loss = 0.0191
[ 44.50%] Iter 1780/4000 | loss = 0.0210
[ 44.75%] Iter 1790/4000 | loss = 0.0225
[ 45.00%] Iter 1800/4000 | loss = 0.0254
[ 45.25%] Iter 1810/4000 | loss = 0.0198
[ 45.50%] Iter 1820/4000 | loss = 0.0172
[ 45.75%] Iter 1830/4000 | loss = 0.0195
[ 46.00%] Iter 1840/4000 | loss = 0.0236
[ 46.25%] Iter 1850/4000 | loss = 0.0211
[ 46.50%] Iter 1860/4000 | loss = 0.0224
[ 46.75%] Iter 1870/4000 | loss = 0.0194
[ 47.00%] Iter 1880/4000 | loss = 0.0255
[ 47.25%] Iter 1890/4000 | loss = 0.0199
[ 47.50%] Iter 1900/4000 | loss = 0.0176
[ 47.75%] Iter 1910/4000 | loss = 0.0202
[ 48.00%] Iter 1920/4000 | loss = 0.0238
[ 48.25%] Iter 1930/4000 | loss = 0.0167
[ 48.50%] Iter 1940/4000 | loss = 0.0207
[ 48.75%] Iter 1950/4000 | loss = 0.0202
[ 49.00%] Iter 1960/4000 | loss = 0.0332
[ 49.25%] Iter 1970/4000 | loss = 0.0292
[ 49.50%] Iter 1980/4000 | loss = 0.0213
[ 49.75%] Iter 1990/4000 | loss = 0.0129
[ 50.00%] Iter 2000/4000 | loss = 0.0190
[ 50.25%] Iter 2010/4000 | loss = 0.0286
[ 50.50%] Iter 2020/4000 | loss = 0.0189
[ 50.75%] Iter 2030/4000 | loss = 0.0179
[ 51.00%] Iter 2040/4000 | loss = 0.0266
[ 51.25%] Iter 2050/4000 | loss = 0.0194
[ 51.50%] Iter 2060/4000 | loss = 0.0175
[ 51.75%] Iter 2070/4000 | loss = 0.0202
[ 52.00%] Iter 2080/4000 | loss = 0.0204
[ 52.25%] Iter 2090/4000 | loss = 0.0213
[ 52.50%] Iter 2100/4000 | loss = 0.0348
[ 52.75%] Iter 2110/4000 | loss = 0.0278
[ 53.00%] Iter 2120/4000 | loss = 0.0231
[ 53.25%] Iter 2130/4000 | loss = 0.0240
[ 53.50%] Iter 2140/4000 | loss = 0.0197
[ 53.75%] Iter 2150/4000 | loss = 0.0216
[ 54.00%] Iter 2160/4000 | loss = 0.0196
[ 54.25%] Iter 2170/4000 | loss = 0.0211
[ 54.50%] Iter 2180/4000 | loss = 0.0243
[ 54.75%] Iter 2190/4000 | loss = 0.0209
[ 55.00%] Iter 2200/4000 | loss = 0.0228
[ 55.25%] Iter 2210/4000 | loss = 0.0186
[ 55.50%] Iter 2220/4000 | loss = 0.0265
[ 55.75%] Iter 2230/4000 | loss = 0.0246
[ 56.00%] Iter 2240/4000 | loss = 0.0182
[ 56.25%] Iter 2250/4000 | loss = 0.0192
[ 56.50%] Iter 2260/4000 | loss = 0.0207
[ 56.75%] Iter 2270/4000 | loss = 0.0160
[ 57.00%] Iter 2280/4000 | loss = 0.0236
[ 57.25%] Iter 2290/4000 | loss = 0.0238
[ 57.50%] Iter 2300/4000 | loss = 0.0196
[ 57.75%] Iter 2310/4000 | loss = 0.0222
[ 58.00%] Iter 2320/4000 | loss = 0.0170
[ 58.25%] Iter 2330/4000 | loss = 0.0221
[ 58.50%] Iter 2340/4000 | loss = 0.0183
[ 58.75%] Iter 2350/4000 | loss = 0.0216
[ 59.00%] Iter 2360/4000 | loss = 0.0163
[ 59.25%] Iter 2370/4000 | loss = 0.0193
[ 59.50%] Iter 2380/4000 | loss = 0.0366
[ 59.75%] Iter 2390/4000 | loss = 0.0234
[ 60.00%] Iter 2400/4000 | loss = 0.0133
[ 60.25%] Iter 2410/4000 | loss = 0.0231
[ 60.50%] Iter 2420/4000 | loss = 0.0253
[ 60.75%] Iter 2430/4000 | loss = 0.0268
[ 61.00%] Iter 2440/4000 | loss = 0.0306
[ 61.25%] Iter 2450/4000 | loss = 0.0196
[ 61.50%] Iter 2460/4000 | loss = 0.0208
[ 61.75%] Iter 2470/4000 | loss = 0.0213
[ 62.00%] Iter 2480/4000 | loss = 0.0160
[ 62.25%] Iter 2490/4000 | loss = 0.0166
[ 62.50%] Iter 2500/4000 | loss = 0.0221
[ 62.75%] Iter 2510/4000 | loss = 0.0208
[ 63.00%] Iter 2520/4000 | loss = 0.0217
[ 63.25%] Iter 2530/4000 | loss = 0.0143
[ 63.50%] Iter 2540/4000 | loss = 0.0243
[ 63.75%] Iter 2550/4000 | loss = 0.0175
[ 64.00%] Iter 2560/4000 | loss = 0.0256
[ 64.25%] Iter 2570/4000 | loss = 0.0290
[ 64.50%] Iter 2580/4000 | loss = 0.0205
[ 64.75%] Iter 2590/4000 | loss = 0.0205
[ 65.00%] Iter 2600/4000 | loss = 0.0239
[ 65.25%] Iter 2610/4000 | loss = 0.0259
